id,text
46027,"the ""i'm not black but my kids will be"" face"
46051,"The text in the image is:  - ""fuck that"" - ""puto!!!!"""
46053,white people love snitching so much they created yelp
46058,when you beat up a  black kid  and get arrested for propriety damage
46075,i wonder what kind of sandwich she is building.  oh.
46078,today taxi tomorrow freightliner
46081,give me high five
46082,the future of the democratic party
46085,city workers repair statue cover it up with black sheet
46087,"The text in the image is:  ""give that man a suicide"""
46095,my cult thank you for believing in my bullshit
46097,"The text in the image is:  - ""nana addo 2016"" - ""compare the difference"""
46123,"The text in the image is:  ""let me be clear.. uh.."""
46127,"""ay, tone. how'd da gas stay in if da door is made of wood?"""
46130,">2000: ""relax, bigot. It's not like gays are going to come into your kid's classroom and tell them to be gay.""  >2017.."
46137,"when you tell her on the first date to be ""herself"" and she starts snorting xanax off the table."
46138,"they had us in the first half, not gonna lie honey, having a small dick is not a big deal  i know it darling, but i'd prefer if you did not have any"
46150,i'm not any different
46152,our insurance  Car Insurance Claim Form  we know it was dark and you didn't see him
46172,how we see muslims  how muslims see us
46173,blowjobs buy one get one free
46175,last one there is a rotten fish
46178,"The text in the image reads:  ""earth's most endangered species white children"""
46179,"shut the fuck up!  feminists are not angry, tomboyish lesbians!"
46182,oh shit!!  now were in trouble!!
46183,plays uno that's racist! steals all the green cards
46193,"The text in the image says:  ""when it's 1942 and you're Jewish dj khaled suffering from ss"""
46197,the newest member of hate group
46198,The text in the image reads:  - American class - American trash
46205,if you're gonna go boating  go with a party not by yourself
46208,for the love of god help me change the diaper on my baby the crap is leaking out
46213,survey: are you gay or straight? me: lidentify. as tired.  i'm just tired.
46215,you think that hoe thinks you're special  lol she says that to us too!
46217,"hey barack, my tranny is better than yours!"
46218,if you're not grilling at my grave site  we were never really friends
46231,when you're part of the real suicide squad
46237,muslims claim noah was a muslim and noah brought pigs on the boat? happy sinday
46238,one does not simply believe it's not butter
46239,we can kill as many as we want and your stupid government keeps bringing us in
46251,"so the military is doing its job, but not getting paid.  and congress is not doing its job, but getting paid?"
46270,gets mad about film portraying muslims as murderous savages responds by being a murdering savage
46271,what do you mean i've got a 30-day ban all i did was call him nigger
46279,"The text in the image says:  ""this abuse is not ok"""
46283,when you're dedicated to working out everyday
46293,"""the road to give a fuck.... is that way!"""
46295,if i become a superhero would i be an ex-men or a trans-former
46301,if black people aren't lazy then why doesn't kfc have a breakfast menu
46302,when you escape a heatwave a sprinkler
46310,when your days are numbered but you can't count
46312,when you found your wife is cheating on you
46315,question. how do blind people know when to stop wiping their asses?
46318,when you don't have to see  your ex future mother-in-lav anymore
46352,"The text in the image reads:  - ""some people hate trump"" - ""some people hate hillary"" - ""but everyone hates duke"""
46357,"instructor:...and this is how you take off me: ok cool, but how do I land? instructor: good question"
46358,when you enter a mosque with your weapon to collect some kills 71 yo afghan refugee:  hello brother
46359,"then something amazing started to happen!  last year tyrone got a new job, started building his credit, and spending more time with his kids"
46375,I'm here as a messenger to give you a message you can't kill
46380,"""a blow job a day will keep his side chicks away"" -sasha grey"
46387,"i'm not saying i hate you  all i'm saying is if you got hit by a bus, i'd be driving that bus"
46501,"The text in the image reads:  - ""muslims in 2001"" - ""defund homeland security!"" - ""muslim in congress 2019"""
46503,even i can see obama's a muslim
46507,original black friday sale
46509,removes polish with chemicals  nobody bats an eye  removes polish with chemicals  everybody lose his shit
46510,"not every man is going to waste your time... some are tired of the games, and want nothing but loyalty too"
46518,"it's the goat humper, looks like a bunch of pigs just walked over your grave"
46520,when an Asian buys an American sports car  the gooks of hazzard
46527,one does not simply scroll past adult humor memes
46528,if you're happy and you know it  go to hell
46529,look son...another terror attack by peaceful bears!
46532,let's shake hands and forget about that colonialism stuff
46537,"oakland mayor libby schaaf  i saved 800 ms-13 rapists, murderers, molesters from ice"
46538,it's a boy
46578,it's a beautiful day  i think ill skip my meds and stir shit up a bit
46580,if you find talk in the locker room to be offensive  you have obviously never heard the talk in a restaurant kitchen before
46582,i am tortured  by the futility of my own genius
46701,"watching news always confuses me, immigration, tax, government!!"
46710,modi ji: i am about to end these muslims whole life *muslims burnt 59 hindus alive in sabarmati express in 2002
46712,once you go black so does your eye
46715,good things come to those who wait
46720,"when my girlfriend says, ""unlock your phone i need to see something..  i just look at her crazy because i don't even let my wife do that"
46721,a head diaper  is required  when you have  shit for brains
46730,obama voters
46732,"bitch, i can still smell  his nuts on your breath"
46735,old ugly mexican granny wanna be light skinned bitch black bags under eyes the makeup doesn't even cover it up f**ken old hag
46739,i'm free mos it's just texting
46753,when you're barbecuing and the charcol runs away
46783,not american royalty  just plain old white trash
46785,turn for what?
46790,patty cake... patty cake butt hole... hand i got tourette'sS syndrome chicken... fucked ham
46792,white trash nation
46793,this has nothing to do with this post but one day  i hope we can all live in a world of peace
46807,a good american  is a dead american
46810,"""great at making martinis terrible at stealing tambourines"""
46812,goat meat is very popular in islamic countries
46813,"The text in the image is:  ""When you catch your teenage goat having sex for the first time"""
46815,book of satan Fifty Shades Trilogy written by psychopaths
46817,"The text in the image reads:  ""young muslim woman in a hijab stands at the doorway"""
46823,enough is enough  children are more important than freaks
46827,"""those that attack one muslim, are attacking all muslims""  ""those that attack one american, are attacking all americans!"""
46829,what is the difference between old milwaukee and a clitoris  a clitoris only tastes like piss for a second
46830,"don't be racist, we can be great friends"
46831,the one piece of shit that just won't flush!
46832,man dresses up to celebrate the chinese new year of the pig
46837,leftist logic: it's bad for russia to interfere in our elections.. ...but it's ok for illegal immigrants to vote
46850,"The text in the image reads ""prospective without white""."
46852,you say you're tired of the race card? well we're tired of the mental illness card mass shooters young white male often taken alive by their brothers in blue
46853,she put on the purple lipstick and she became the bomb
46857,when people get added...  when people real ize what kind of group this really is...
46870,violently hitting your favorite punching bag: the other $20 crack whore
46872,"The text in the image reads:  ""how does he drive his car? he hits the gas"""
46895,the most confusing moments
46902,maybe energy drinks are like mana potions in real life
46907,get the camera out of my face!!
46910,I'm voting for trump  whitetrash lives matter
46918,muslims in 2001  muslim in congress 2019 defund homeland security!
46920,we want sharia law!!  well.... go home
46921,putting this on the fridge to look at every time  go get a snack I don't need you could have easily lost tirty pounds tis munt
46925,when you find out there's an opening for the role of chewbacca
46928,that looks like  a lot of fun
46938,when you're not allowed to eat pork but you're starving
46952,what you americans guna do when they build a wall to keep y'all out
46953,bruce jenner's cat
46970,"as a group of feminists walk by, telly shouts ""go make me a sandwich!"" while kermit begins to whip out his dick"
46971,bravery at its finest
46973,grab your helmet  its about to get retarded
46978,obama voters
46980,"here's all 3 shooters...  the garlic festival, el paso and dayton  ...eerily similar in looks.  are you awake yet?"
46983,when your dishwasher is broken so you take it back to walmart to get a new one
47012,the day you graduate from catcher to pitcher
47015,"complains about islamaphobia  hates jews, christians, atheists, gays, your culture, your traditions, your country and you."
47016,"The text in the image reads:  last summer camp was so ""lit"""
47029,"The text in the image reads:  ""I don't always jihad but when I do I kill the disabled"""
47031,"The text in the image reads:  ""beer -vs- woman at least the beer can't change its mind after you get its top off"""
47032,"much butthurt, i sense in you"
47051,woman arrested by traffic cop
47053,jamal!  im pregnant!!!
47056,illegal aliens are not welcome
47095,"The text in the image reads:  ""mandatory vaccinations without exemptions. i do nazi see the problem..."""
47096,i said glass of juice  not gas the jews.
47098,alabama: bans abortion. all of alabama in 5 years
47103,maybe we weren't consistent sources of crime  we'd be treated better
47123,The text in the image is:  - good morning - sleepyhead
47125,when i grow up i wanna be a famous rapper
47128,hahaha good one let's throw a jew in the oven to celebrate
47136,money money money!!!
47159,"bruce was limber, bruce was quick. but bruce went liberal and lost his dick"
47162,what do these two have in common? they both are good at sucking  they both come with a bag
47180,and that's why i gas people
47183,taking the liberals to a whole new level
47189,this toaster is on fire
47192,the flag flies high and proud
47196,"musslamic democrat, ilhan omar, has threatened members of congress  she's told several republicans that she'll send them ""shawarma"", to give them a taste of her culture""  share to say arrest her now!"
47203,mlk giving an inspirational speech
47205,yes  let the hate flow through you
47208,happy fucking birthday  now let's party
47209,people aftey they put the divider in between your groceries
47215,"The text in the image is:  - ""save the environment kids"" - ""fuck that gay shit"""
47239,never related to something so much. crastinate ductivity pro
47250,the school shootings will continue  until we take your gun rights away
47251,when i grow up i'm going to blow up
47259,perks of being my friend? you'll be the normal one
47263,pre-heat to 350 degrees
47265,andy's coming
47286,hillary clinton against the death penalty.  gallows are pure evil  anyone who still practices this  form of execution is sick
47289,"The text in the image reads:  ""muslim woman wearing a burka"""
47290,there are three types of girls
47308,show me your bare naked ankles you dirty whore
47309,chinese people be like  happy thanksgiving
47320,"""the person who learned the most about the mueller report today was bob mueller."" trey gowdy  did mueller just sign the report?"
47326,we are soldiers  and we fight for our countries  to our last minutes
47350,"""If you kill a killer, the number of killers in the world remains the same."" -batman  ""lol, okay faggot."" -punisher"
47358,"The text in the image says:  ""vietnamese people be like hand me da meat hammer so i can torture john mccain's bawrr sack"""
47359,weeeeee! back over the border you go!
47368,now what!? captain vagina hit them with your purse?
47369,my favorite animal is carrot
47385,yall got any more a' them cracka ass crackas?
47386,"The text in the image is:  - ""muslims in 2001"" - ""muslims in congress 2019"" - ""defund homeland security!"""
47390,"it might look f*ckeded up, but her handjobs are f*ckinging unbelievable"
47391,when the cop sees a black kid
47506,"The text in the image is:  - ""me. saving refugees"" - ""nice try"""
47510,i want to fuck a goat but my 9 year old wife says its unnatural
47516,a dictator.. emphasis on the dic
47518,my sandwich- maker is very slow today
47521,"The text in the image reads:  "" FEMALES JUMP FROM DICK TO DICK LIKE parkwhore"""
47528,i won a gift certificate to a tanning salon
47529,when the wife comes home early  and the valve covers in the dishwasher are still on rinse
47530,"The text in the image reads:  ""which one will be a single mom? the one on the right"""
47531,yes i have changed  i realized i was fucking up and changes had to be made
47532,turning every country it touches into a shithole
47561,skipped the last step on the stairs...  earned jump wings
47569,"what is that wonderful smell? it smells like.... caramel! oh, today we burnt the diabetics"
47581,my gas bill was this high
47582,"after waking up in the dark, while sick what year is it"
47589,"in 2011 trump said, ""all americans are idiots"" in 2016 they proved it"
47591,you see this pig? it's called muhammad
47592,world history in one sentence: these white men are dangerous
47596,"The text in the image says:  ""porki comment army in action against india"""
47598,"The text in the image reads:  ""actually retard, the muslims aren't the problem  the problem is that pussies are stopping us from killing the muslims"""
47601,The difference between moderate Muslim and radical Muslim  follow my allah or i kill you! radical Muslim  follow my allah or he kill you moderate Muslim
47605,"I'm so patriotic, I piss red, white, and blue.  my doctor said it may be pancreatic cancer. I told him to shut his commie mouth."
47608,"The text in the image reads:  - ""indian fans in real life"" - ""indian fans on facebook"""
47609,when your friend has been posting suicidal memes in the group chat all day then you hear an ambulance drive past  you did it  you crazy son of a bitch you did it
47612,i see you nagger!
47615,-your pug is cute as hell -that's my son
47618,when they say not to blink or you'll miss the magic trick
47620,"The text in the image says ""a muslim threesome."""
47625,when you poke holes in his condoms  and get aids instead of a baby.
47628,when your troop respects you as the alpha
47629,"""son i understand shyquisha has a big booty but she keeps stealing your mother's jewelry, she can't visit anymore"""
47680,"spiders are like him not all of them are dangerous  but since they all look the same to me, i don't want any of them in my house"
47692,today feels like a kinda day where i just wanna freak people out
47693,when your dad passes the family school shooting gun down to you
47698,when you get a compliment out of the blue and have to try not to be bashful
47801,"but then again  this is too good, ekse"
47809,if there's even one homeless child in America we have no room for illegal aliens
47819,"oh, addiction isn't a disease because it started with a choice??  tell me more about how the chlamydia in your crotch isn't a disease, yet it started with a choice."
47825,your pug is cute as hell that's my son
47826,mississippi wind chime
47829,"The text in the image is:  ""When you found your wife is cheating on you ya allah"""
47830,pray for your sins
47831,"what is that wonderful smell? it smells like....caramel!  oh, today we burnt the diabetics"
47836,finds out those 72 virgins... are goats
47856,when you forget the bomb codes
47859,and then i told them you're going on a fun camping trip
47862,there's just certain shit you don't do in life out of respect!
47863,he won because he is a boy competing in a female sport
47865,even i can see duke sucks
47896,trump be thinking.. you can't lose in 2020 if there is no 2020.
47901,The text in the image reads:  - Mexican sub culture - in California
47903,"The text in the image reads:  ""muslim wife wearing sexy lingerie for her husband"""
47905,yes i'm trying to divide the country i'm dividing the illegals from the actual citizens
47913,"The text in the image reads:  - ""the jussie smollett case explained."" - ""how do you plead?"" ""innocent!!!"" - ""black, gay, trump hater,"" - ""friend of michelle obama"""
47918,"The text in the image reads:  - ""black people when they get pushed too far"" - ""white people when they get pushed too far"""
47920,when somebody shootin up the school  & you tell the special ed kids to run at him as a distraction
47926,the greatest gift of life is friendship  and jews stole it and have removed it from me
47931,The text in the image reads:  - african girls portrait - without burka
47938,how long for the mot on the vw dave?  just doing the emissions....
47950,"democrats ilhan omar alexandria ocasio-cortez ayanna pressley rashida tlais  we're new, bold, and we hate you!  we hate whites, jews, christians, conservatives, republicans,"
47960,when you forget that blind people have a heightened sense of smell  why is your penis out?
47981,i hate snow its cold
47982,god created this not that
47985,when you and ya partner think  there's no donuts left but there's two
48012,"when you're doing introductions on the first day of class and your teacher makes you say 3 things about yourself  an arm like a damn rocket, a cock like a burmese python and the mind of a fucking scientist."
48015,so there is this new implant that can actually fix stupid
48021,"The text in the image is:  - ""kill them"" - ""kill them all!!!!!!"""
48031,my irony meter  just exploded.
48039,"hello everyone, this is m  and welcome to jackass: umbra edition!"
48051,"i don't wanna get married!  bitch, please! i've got to go blow myself up tomorrow!  islam - none of it makes sense"
48052,whoah!  chill out
48059,white cave beast evolved from moneys
48062,"so, where did you get all of this gold elizabeth? i stole it!!!"
48069,how dare people make fun of our peaceful religion
48079,when there's nothing left to drink and your mom says we have a faucet
48091,"The text in the image reads:  ""Jihad: To defend the Muslims""  ""islam we're the religion of peace. if you don't believe it, we'll kill you"""
48096,using your brains to paint a ceiling  kurt cobain michelangelo
48103,best thing about her blowjob?...  you know shes gonna swallow!!!
48106,"The text in the image is:  - ""fuck"" - ""islam"""
48120,rise of the planet of the apes (1963
48123,the only cure for islam
48125,"damn it john, leave stevie alone"
48132,black friday deal buy one get one free toaster
48136,meanwhile  at the isis strip club
48153,the look you have on monday morning
48162,is someone using the oven? cuz i smell gas
48170,my husband is always pushinging me around..... and talking behind my back
48173,men are pigs some just oink louder than others
48175,"black hebrew-israelite strong delusion warning (2thess, 2:10-12  yes this is a cult gal 1:8-9 rev 22: 18-19"
48192,The text in the image is:  - white people - cracker power - the only race you can - legally discriminate against!
48196,if britain leaves the eu how much space will be freed up?  1gb
48203,"The text in the image reads:  ""3d visualization of atomic bomb"""
48205,i hear in heaven  i'll fuck muslims
48213,this is not the middle-east where america is hated and muslim terrorist are born in michigan
48216,can you send a few dozen more officers please  he's talking about his rights
48235,stirring the pot good job!!!
48236,that blood you donated  could be in someone's boner right now
48250,step one: turn on the gas
48257,"i vote republican...  ...because i may not have much, but republicans will make sure others have even less"
48260,"pedal faster patrick, the owners  are coming"
48263,The text in the image is:  - marokko - speed dating
48269,It's the kiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii
48270,when you see your ex having a seizure in public shake it like a salt shaker bitch
48271,"The text in the image says:  ""me and the boys after killing innocent people in a bomb blast"""
48276,"The text in the image reads:  ""master chef with low rating master chef with high rating"""
48279,nice watch  must have cost an arm and a leg
48291,"which one has tranny problem?  "" those tranny problems"
48296,when you date an asian boy and you trynna get his family to accept you
48306,cracking open a sold one  with the boys
48307,go home stoned eyes give nothing away
48309,welcome to new york  home of the 3 biggest assholes
48310,chinese ppl be like happy thanksgiving!
48315,"they're in a relationship, who makes the sandwiches?"
48316,meanwhile in mexican schools
48317,dressed for sundays best
48320,what the neighbors see what my father sees
48326,like i said. i'm an aries!
48356,they are the biggest terrorists in the history of the world.  we have entire history of books showing this data
48357,welcome to melbourne
48361,when black is your favorite color
48370,72 virgins are ready to get fucked up
48376,a man's's trash is a pig's treasure
48379,there's so much crap in this the fda wants to put it into a vaccine
48391,i pretend to like people every day  it's called being an adult and that's why we're allowed to buy alcohol.
48396,"The text in the image is:  - ""normal people"" - ""Indian people"""
48507,how black people became christians
48512,mississippi wind chime
48513,white kids be like im killing everybody
48516,"average iq france has fallen by 4 points per decade due to ""biological causes"""
48517,how a woman tells society she is single
48520,"The text in the image reads:  ""a short history of u.s. presidents"""
48523,i like cooking and playing piano
48539,"the woman you met who admits she's wrong, apologizes and changes her ways"
48567,got any choc isis?
48570,"""My name is osama bin laden and this is jackass"""
48573,friday nights be like
48579,"The text in the image reads:  ""throws people into gas chambers evil throws people into eternal pits of fire good"""
48605,should we tell them? or just let them figure it out for themselves?
48612,that's where the new skyscraper is going to come up
48617,that magic of makeup is astonishing
48623,"The text in the image reads:  ""what is the difference between a hockey player and a feminist? a hockey player will shower after three periods"""
48625,reaction to a home invasion  non gun owner: we're gunna die!!!  gun owner: i'm your huckleberry
48630,i got some muhammed for you  right here howyou like me now?
48635,the look you give when the bubbles in the pool are pulsating your pussy  just kidding she's retarded and that's her normal face
48639,disney and chill?
48651,go back to sleep your government is in control
48652,"The text in the image says:  ""we can end racism if we end a race"""
48670,look at this sandwich maker club  i found on wish on clearance
48673,"my empathy for the suffering in gaza does not make me anti-semitic, nor does it make me pro-hamas or anti-israel.  it makes me human it makes you a shill accomplice for hamas and hezbollah terrorists! if you don't see that...  it makes you stupid!"
48679,i suffer from that disorder where i speak the truth and it pisses people off.
48697,It's not a hijab  It's a diaper for people with shit for brains
48703,"a girl asks her mom, ""why am i black and you're white?""  she says, ""the way that party went, you're lucky you don't bark. """
48705,"yeah, i'm lgbt let god burn them"
48706,would you help give a push if you were ask
48710,how chevy guys go muddin  how ford guys go muddin
48715,shut up cunt..
48725,i'm going to give you 30 seconds to delete this before i make the holocaust look like a fucking joke
48731,when you're struggling to rub one    out after    a bad date
48735,when your parents ask why  the gas bill is so high
48739,happy birthday  the mexicans will pay for your birthday cake
48751,The text in the image is:  - American salute - British salute - Polish salute
48756,no more excuses  let's go out and celebrate
48760,when i grow up.. lol nevermind
48762,#usher and i have something in common  we both got burned
48790,this makes me puke send all of them back home
48792,leaving a trail of death and destruction
48905,what's missing from a  schwitchz? u
48916,"well, i guess we'll.. just head home now"
48917,"The text in the image is ""blackpeoplemeet.com""."
48920,hello my LGBTQ+ friends  it's pride month so free shots for everyone!
48921,"is this the supreme leader of isis?  i'm coming to the ehd of my apologize for america"" tour. and i just had to tell you how sorry i am for all the bad press you have received."
48923,when americans realize fish swim in schools.
48925,god- makes women humans- make dishwasher god- am i a joke to you?
48926,i bet they lived happily married
48927,the older i get the more i look at people
48930,"""this is not going to be the country of white people"" - Ilhan Omar"
48932,when she likes 3 of your memes in a row  guess I'll hit it raw
48936,"jfk jr was declared the front runner for the ny senate seat in 1999  days later his plane crashed, making hillary clinton the newly elected senator"
48956,he won because he is a boy competing in a female sport
48970,when your goat tells you  she ain't on the pill
48971,the one piece of shit that just won't flush!
48976,"""ay, tone. how'd da gas stay in if da door is made of wood?"""
49017,that moment you use your white privileges
49021,he said he was a biker but then he pulled up on a can-am spyder wearing a sons of anarchy hoodie
49023,"african american leaders organizing the la riots april 29, 1992"
49028,i finally found my girlfriend's g-spot  turns out it was in her sister the whole time
49032,The text in the image is:  ``` farmville 1943 deluxe ```
49038,bitches be like.. he got money though
49061,talks about good morals  day and night gets a boner from looking at a goat's ass
49063,"white kids be like  i'm killing everybody, watch"
49067,every woman need a good sucking vacuum cleaner
49075,"you can't run through a camp ground  you can only ran, because it's past tents"
49076,i want your feet to be my kid's jannah
49083,when you catch your goat with another man  ya done fucked up
49087,tomorrow will be another beautiful day  filled with assholes
49105,went outside today yolo
49106,my goal for 2019  is to accomplish the goals of 2018 which I should have done in 2017 because i promised them in 2015 and planned them in 2014
49120,my eyes are always bloodshot after sex i think it's from the pepper spray
49126,if you see this you might be in the country
49128,have you ever tired ethiopian food? they say its delicious
49136,I work hard to provide for my cocaine addiction
49150,how muslims see us
49152,i saw her standing there and i told her she had three beautiful children.  she didn't have to get all pissed off and threaten me.  it was an honest mistake.
49153,"The text in the image is:  ""When a porkistani nibba needs sex let me handle it"""
49156,when you insult an edgy kid
49157,send him to... meowschwitz
49165,when each letter is a mental disorder
49168,i'll wait until mom and dad are on a date...  and then crap on everything they hold dear
49170,mom.. this horse smells funny!
49173,women recieve support as their crops burn
49176,"if fear of divine judgement is the only thing keeping you ""moral""  at best, you're just a dangerous psychopath on a leash"
49178,no wig no weave  challenge.
49185,the face you make when your pussy gets hard
49201,3.8 billion of them on earth. why isn't it clean yet?
49208,love black people think everyone should have one
49213,"""I hope the electoral college gets beat in the NCAA tournament """
49215,waiting for fb parole like  ok no more goat fucker jokes
49260,it's the goat humper  looks like a bunch of pigs just walked over your grave
49267,ahmed? im hungry!!!
49270,rosie o'donnell had to be removed from her home today  to make good on her threat to leave the us if donald trump became president
49271,"238,000 veterans have died waiting for healthcare  u.s. increases aid to israel to $4.5 billion/yr"
49278,lazy day nothing to steal
49280,i'm looking for the democrat restroom
49285,bert and ernie dress up as goats in an attempt to catfish arab men
49316,whenever you feel stupid  remember hindus wash themselves and purifies their souls the river is the 5th most polluted river in the wolrd
49327,"dispatch, we have a code 1, scared white bitch, over"
49328,I'm going to be real honest with you  you should have washed this motherfucker before coming here
49351,when you've been released from fb jail  knowing full well you haven't been rehabilitated and will reoffend
49360,who wants ice cream me me me
49372,who ya gonna call? goat fuckers
49385,this is not the middle-east where america is hated and michigan SAMPL Proud To be American muslim terrorist are born this is michigan
49387,this one time at camp we got so baked
49527,when each letter is awesome
49531,the culture of silence allows sexual harassment in the workplace to continue
49536,hillary clinton caught tellinging the truth! april fools!
49581,you can be any gender you want
49583,mamma! I am hungry!!!!
49601,when your fifth pet eats food from another guys hand
49607,when it's your first day in prison and you accidentally drop the soap but it lowkey wasn't an accident  this is when the fun begins
49608,"""I'm arresting you for the crimes you will commit in the future"""
49613,what can we say.
49615,no money for them  plenty of money for them
49618,if elected i will institute gun control by executive action  well i was going to say that you just blew your chances  but then i remembered that's how you got started in politics
49621,"wait, mohammad come back  i didn't mean to laugh. really size dosen't matter to me lol"
49630,if they aren't meant to cook  why do they have eggs and milk inside them
49635,just trying to do my part
49650,"and then i asked  mom, what's for dinner?"
49652,go back to the country you fled somalia  camel piss drinking mussy
49658,first off i'm t.i. not kanye west
49670,covers his wife from head to toes because sexual thoughts are satanic  blows himself up because someone promised him 72 virgins to f*ck with
49671,"""you bro ask the c.o. why he ain't pop my door"""
49673,oh man they're heavy. take the picture already
49675,Alright girls! smiiiiile
49680,"The text in the image says ""god bless america."""
49682,"The text in the image reads:  ""muslim men :thinking about jannah"""
49685,when each letter is a mental disorder
49687,its cool were divorced  but we will always be cousins
49701,wanna go masturbate?  fuck yeah! masturbating!
49703,"The text in the image reads:  ""3 jews walked into a bar kidding it was a gas chamber"""
49705,"just banged a girl that stutters finished before she could say ""no"""
49723,archeologists stone room
49725,"i pull up in this and yell ""come on we got some redneck sh*t to do""  are you getting in?"
49726,you just went full goat fucker never go full goat fucker
49728,when a retarded kid tries touching you
