id,detected_objects,Dominant Emotion,Dominant Race,gender,age,age_group,text
61754,bird,,,,,,"patience, good things come come to those who wait"
61780,"person, person, tie, laptop",neutral,white,man,43,35-44 years,you may be a racist if..  your response to a question from an African American is to mention the inner city 25 times
61792,"potted plant, person",,,,,,not the shower we deserved but the shower we needed
61793,"person, cup",fear,middle eastern,woman,31,25-34 years,black people anything that doesn't belong to them
61798,"person, cell phone, baseball glove",sad,white,man,30,25-34 years,"hello honey! no, I promise I'm not playing golf again"
61802,"person, person, person, person, person, horse, person, boat, person, person, person, person, person, person, person, person, horse, person, person, person",fear,white,man,35,35-44 years,black friday sale
61820,"person, clock",happy,white,man,25,25-34 years,It's not rape if you're a democrat
61823,"person, person, person, person, person, person, person, person, person, person, person, person",,,,,,if they were really fighting for our frreedom  Legalizing  POT  is a good idea.  this is what it would look like
61825,"dog, book, book, book, book, book, book, book",,,,,,i did the math we cant afford the cat
61827,"person, truck",,,,,,things white people do mass shootings  smoke meth fuck their family members  fuck animals steal from blacks  suck as sports lie about being racist
61834,"person, tie, person",neutral,asian,man,37,35-44 years,"The text in the image is:  ""trump can't swing it"""
61840,"person, person, person, person, person, person, person, person, person",neutral,white,man,32,25-34 years,government?  should austrailia start helping out the black communist murdered and killed by  who are being brutally white south africans
61859,"person, person",,,,,,i'm really sorry you're not feeling well today... but i'm still gonna need a sandwich
61870,"person, couch",neutral,white,woman,36,35-44 years,i have 5 genders  no. you have a personality disorder
61872,person,,,,,,don't be a fool it is a bomb
61873,person,neutral,black,man,31,25-34 years,cinco de mayo isn't even celebrated by most Mexicans  it's just an excuse for white Americans to get drunk.
61890,person,neutral,white,woman,49,45-54 years,The text in the image is:  - me posing for the paparazzi like - IMDB - AIDS FOUNDATION - Taste of BLUE - American Airlines - neuro - drink with a purpose
61892,"person, person, person, person, person, person, person, person, backpack, handbag, handbag, backpack, backpack, person",sad,white,man,21,18-24 years,"The text in the image is:  ""these people have to walk 20 miles a day for fresh water then why don't they move closer to the fucking water??"""
61894,"bottle, bottle, person",happy,black,man,26,25-34 years,when your put in fb jail..but your not...  even sweatin cause of your back up account
61904,"person, person, person, person, person, person, person, person, person, person, person, person, person, backpack, person",,,,,,latinos will do anything to get into trump's america
61905,"person, person, person, person, person, person, person, car, person, car, person, person, person, person, person",,,,,,i don't wanna get married! bitch please! i've got to go blow myself up tomorrow!  islam - none of it makes sense
61908,vase,,,,,,under section 44 of the australian constitution  any person having allegiance to a foreign power is not entitled to a seat in our government. the un is foreign power
61927,"person, person, person, person, person, person, person, motorcycle, tie, surfboard",,,,,,auditioneded for jazz band not enough soul
61928,person,happy,white,man,30,25-34 years,because of this guy i have multiple profile disorder
61932,"person, person, baseball bat, baseball glove",,,,,,feminist literature? you mean cookbooks?
61935,,,,,,,woman are supposed to be like butterflies beautiful to look at and hard to catch. y'all are acting like a bunch of mosquitos
61937,"person, fork",,,,,,why don't i get sunburnt  i use sunscreen
61940,person,,,,,,when an indian goes for walk with his dog
61948,"dog, person",happy,indian,man,24,18-24 years,when your little car bomber brings home his first girlfriend
61950,"person, person, person, chair, chair",,,,,,"The text in the image is:  ""muslim at the entrance: 'hello brother!'""  ""Brenton Tarrant:"""
61952,person,,,,,,what i say about the gunman  every time there's a mass shooting
61953,"person, person, tie",,,,,,happy no russian collusion day!!!  time for  retribution!
61973,"tie, person",happy,middle eastern,man,25,25-34 years,what do alcoholics and necrophiliacs have in common  they both love to crack open a cold one..
61980,,,,,,,"well, i guess we'll... beheading home now"
62017,"person, remote",,,,,,fidget spinner for woman
62018,person,surprise,black,man,36,35-44 years,if you think tide pods are good  try the cotton candy in the attic
62019,"person, frisbee",neutral,white,man,22,18-24 years,when you forget to take out the trash and you threw our chinese the day before
62031,person,angry,white,man,30,25-34 years,when they said we would be going for a spin  this wasn't what i expected
62035,bear,,,,,,thank god my ass needed a break
62043,"person, truck",neutral,latino hispanic,man,44,35-44 years,trade you an already fucked chicken
62047,"person, person, person",sad,white,man,27,25-34 years,"don't be embarrassed mark  lots of guys yell ""harder daddy"" during a rectal exam"
62057,"person, person, cup, person, person, cell phone, cup",happy,white,woman,26,25-34 years,"whenever i go to a bar i shout out ""you cheating whore!!!"" whoever turns around is who i'm buying drinks for!"
62081,"person, bottle, clock",,,,,,well let me tell you something brother fuck niccfps
62083,"laptop, person",,,,,,The author has around around 8000 page-views but still isn't as sensitive as a white male blue-skin on the internet
62084,"person, person",,,,,,the best way to get on your feet  is to get off your ass
62085,person,,,,,,"""lynch said her greatest fear is the incredibly disturbinging rise of of - anti-muslim rhetoric'"" ....not the incredibly disturbing rise of radical islamic terrorists"
62097,"person, person, backpack, person, backpack, handbag, backpack",,,,,,walking with my homies
62105,"person, person, person",happy,white,woman,29,25-34 years,"ah, i think we may have found the problem you appear to be a person of colour"
62108,"person, person, cup, sandwich",angry,white,man,37,35-44 years,you used so much thyme the doctor showed up to fix the paradoxes you created
62134,"truck, person, car",,,,,,it's not right to judge someone by the color of their skin they might just be tan
62135,person,happy,white,man,32,25-34 years,"when she says you're like a brother to her, but y'all live in alabama  so iz we fuckin or nah?"
62147,"person, person",fear,white,man,33,25-34 years,i am surprised to see you
62149,"cat, person",,,,,,"The text in the image reads:  ""boy with progeria disease and his pet cat"""
62158,,,,,,,we've been at peace with japan since 1945 time to make peace with islam
62175,"person, person, person, person, person, person, person, cell phone, backpack",happy,white,man,37,35-44 years,this is what it's like to be gay in iran
62178,person,neutral,latino hispanic,man,22,18-24 years,"the best part about fucking a chemo patient... you don't have to pull out. even if she survives, the baby won't"
62184,"person, person, person, person",neutral,white,woman,31,25-34 years,the hardest part of breaking up with a japanese girlfriend is having to drop the bomb on her twice before she gets it
62197,"teddy bear, orange, orange, bear",,,,,,life handed me lemons so i fucked them and gave them lemon-aids
62198,"tie, person",sad,white,man,31,25-34 years,"The text in the image reads:  ""master chef with low rating master chef with high rating"""
62301,"person, person, tie, tie, tie, person, tie, person, person, person, tie, person",,,,,,remember behind every one of us  is a policeman
62305,"person, tie",neutral,latino hispanic,man,32,25-34 years,"when an indian man marries  he scratches the dot off his wife's forehead to see if he's won a gas station, a motel, or a subway restaurant"
62307,"person, tie",sad,white,man,38,35-44 years,"The text in the image reads:  ""my favorite sex position is the jfk i splatter all over her while she screams and"""
62308,"person, person, person, potted plant, bowl, bowl, dining table, banana",,,,,,when you and your friends are having wine night and you're feeling sassy
62314,"person, tie, sports ball",sad,white,man,33,25-34 years,"The text in the image reads:  ""mandatory vaccinations with no exemptions i do nazi the problem....."""
62315,"person, person, bicycle, tie",,,,,,i'm arresting you for public intoxication
62319,"surfboard, person, surfboard",,,,,,"america in 2045  ""grandpa...why didn't you stop them?!"""
62340,person,,,,,,"knock, knock. who's there not this bitch [ obviously ]"
62351,"tie, person",happy,white,man,37,35-44 years,i see you what you did there
62354,"person, tie, person",,,,,,when you ready for bed but bae won't leave you alone
62357,"surfboard, person, surfboard",,,,,,we should respect blacks
62358,person,,,,,,when you enter the women's restroom by mistake
62374,person,,,,,,when she calls you a 40sec man  but she paid own bride price to marry you
62375,"person, wine glass",neutral,white,man,21,18-24 years,im not saying i'm racist im just saying all muslims are terrorists
62381,"person, person",,,,,,i am hungry let's eat a dog
62384,dog,,,,,,whenever your owner walks to fast!
62391,person,,,,,,"everyday i understand the phrase  ""I'm getting too old for this shit"" on an even deeper level"
62398,person,,,,,,this is me tryna look cool  after learning how to shoot from the movies
62405,"person, bus, person, person, person, person, person, person, person, person, person, person, person, person",,,,,,"The text in the image is:  - ""obama"" - ""trump"" - ""pewdiepie's wedding"""
62408,bird,,,,,,unless you want to be a stamp collector  then there's no reason to be mad with this
62409,"person, person, person, person, car, person",,,,,,"The text in the image reads:  - ""muslims did this"" - ""islam is not a religion!"" - ""it's the world's largest death cult"" - ""christian girl: killed for refusing to convert to islam"" - ""this is islam"""
62413,"person, person, person, tie, cell phone",,,,,,how muslims see us staring down the barrel of a.45……  how we see muslims
62417,person,sad,white,woman,27,25-34 years,"wait, mohammad come back!!  didn't mean to laugh, really size doesn't matter to me"
62418,"person, person, cell phone",,,,,,this happens to 1/3 of women  2/3 aren't doing their job
62435,"person, person, cell phone",fear,black,man,42,35-44 years,wing wing wing herro?  thats racist
62439,"tie, person",neutral,white,man,38,35-44 years,"selfish people never notice how you live and die, they never notice your love and care towards them  they notice when you left them and they realise they can't use you anymore"
62457,person,,,,,,when the plantation owner invites you to a hunting session but everyone has a rifle except for you.  hol up
62458,"person, person, handbag",happy,white,man,24,18-24 years,happy and in love
62471,"person, person",neutral,white,woman,29,25-34 years,"pssst! the jews are the globalists that's what the term international jewry"" meant.  but don't tell anyone, you can't say ""it's the jews"""
62483,person,,,,,,"The text in the image says:  ""when you sleep with a jewish girl"""
62485,person,happy,middle eastern,man,27,25-34 years,ah the young they blow up so quickly
62490,person,happy,middle eastern,man,29,25-34 years,1939-1945 bake off winner
62501,"book, book, book, person, book",,,,,,"say no.  it's not only the proper Christian stance, but the Christian's duty  ""God resisteth the proud…"" 1 Peter 5:5"
62504,"person, person, person, person, person, person, person, person, person",,,,,,we've taken this o we're taking it back!
62509,person,happy,white,woman,31,25-34 years,hot sports car for sale  includes partially rebuilt tranny
62510,"person, backpack",,,,,,"when your wife is secretly a dinosaur, and you don't find out before she givs birth to four crossbrereed raptors"
62514,person,,,,,,idc about who has a problem with me spreading knowledge because i feel the same way about people spreading ignorance
62531,"person, person",surprise,white,man,29,25-34 years,when one of your neighbor's needs help now this looks like a job for me
62537,,,,,,,charlie sheen after his tigers blood kicks in
62541,person,sad,white,man,29,25-34 years,go shorty hit your birth weight
62571,,,,,,,who said that women can't park
62573,person,neutral,white,woman,39,35-44 years,i just squirted tranny fluid
62578,"person, baseball glove, baseball bat",,,,,,another khuuun tiger woods claims hes not black despite his father being black
62580,person,sad,black,man,35,35-44 years,lawdi what wrong with these cherr'n?
62589,toothbrush,,,,,,what i say about the gunman every time there's a mass shooting
62590,"person, person, suitcase",happy,white,woman,26,25-34 years,your race card has been declined  do you have another form of argument?
62597,"person, person, tie, baseball bat",,,,,,"The text in the image is:  ""whatever we once were we are still one nation."""
62703,"book, potted plant, person",,,,,,they shot the wrong gorilla
62705,"person, person, person, person, person, person",,,,,,do you want to know the real reason  they don't want 5.7 million muslims  rioting in their streets  the french government  hasn't mentioned terrorism?
62710,dog,,,,,,"The text in the image reads:  ""what's shibe's favorite thing to eat? n_ggers a: nuggers"""
62713,person,,,,,,"The text in the image is:  ""Israel must be destroyed no you scumbag piece of dogshit, daughter of a syphilitic pig you will be destroyed"""
62719,"person, person",happy,latino hispanic,woman,31,25-34 years,is it a boy or a girl?  we're waiting to find out
62731,"person, person, person, person, person, clock",sad,white,man,30,25-34 years,"wait, mohammad come back!!  i didn't meah to laugh, really size doesn't matter to me lol"
62739,person,neutral,white,woman,47,45-54 years,"The text in the image is:  ""Imao laugh my ass off"""
62745,"person, person, person, person, person, person, person, person, person",happy,white,man,29,25-34 years,"The text in the image reads:  ""you can be happy and smiling in any situation"""
62751,bird,,,,,,if being racist means i don't want my country  turned into a pile of rocks
62758,person,,,,,,i am sikh and tired of being called muslim!  we're the 7-11 people. not the 9/11 people!
62789,,,,,,,vw owners be like hmm__must be a tdi meet
62790,bird,,,,,,that look when you high as fuck on dem chromosomes
62791,"person, person, chair, bed, tie, laptop",,,,,,that's black people for ya what did you expect
62804,person,fear,white,man,24,18-24 years,look at this throatagraph.
62805,"tie, person",happy,white,man,52,45-54 years,"it hurts the poor muslim's feelings? well, whoopty doo... this aint' arabia meathead"
62814,person,,,,,,"roses are red, violets are fuck i count to potatoe, then to firetruck"
62815,"person, tie",sad,asian,man,28,25-34 years,The text in the image reads:  - donald trump - wall cop - no mexicans - or muslims - don't mess with his wall!
62831,dog,,,,,,converted to muslim?  why would you think that?
62840,"cow, dog",,,,,,"schnazi the dachshund  ""I have eliminated the chews"""
62843,"person, person",fear,white,man,33,25-34 years,when u stop being shy around new people but u start getting annoying  why are you like this
62849,teddy bear,,,,,,"The text in the image reads:  ""cumshot on jewish girl face - 1943"""
62850,person,,,,,,when a cop gets his first gun
62851,"person, frisbee",happy,black,man,29,25-34 years,"i need all stolen, funny & offensive memes  posted right here.. expeditiously!!!"
62854,"person, book",neutral,asian,man,28,25-34 years,The text in the image is:  - turn up - for what
62859,person,,,,,,I've been told to take a shower all of my life
62891,,,,,,,everyone has a choice
62904,"person, car, car, car",happy,white,man,29,25-34 years,this  is why we shoot you guys
62913,"person, person",neutral,white,man,28,25-34 years,nipsey hussle??? didn't that boy pick cotton for me
62931,person,,,,,,I'm sure people who lived in the bible where whites there's no way black people would kill someone who turned water to wine
62934,"person, tie",fear,white,man,24,18-24 years,when you strive to be a real life picasso painting
62941,person,happy,white,man,38,35-44 years,brace yourself disappointment is coming
62947,"person, sink, bottle, bowl, person, wine glass, bowl, wine glass, spoon, cake, carrot, oven, knife",,,,,,"when your ex says  ""you won't find a b*tch half the woman i am"""
62948,"person, person, person, car, person, car, person, person, car",,,,,,"black lives matter  > ""how"", ""why"" and ""to whom"" is unclear"
62970,"person, person, person, horse, person",,,,,,if you want to know how they were treated  illustration of man with four slaves chained together
62971,"tie, person",angry,white,man,46,45-54 years,"anything * y o u * can do, i can do better  i can do anything better than you!!"
62981,"person, person, tie, chair",sad,white,man,42,35-44 years,i just chased 25 000 high paying jobs out of new york  imagine what i'll do for the rest of the country  hold my beer
62985,"bicycle, person, chair, person",,,,,,"The text in the image is ""no image."""
63012,"cake, cake, person, dining table",,,,,,they're just like eggs better when beaten well
63025,"person, person, cell phone, person, person",,,,,,when the serb kid starts talking mad shit
63028,horse,,,,,,when your fifth wife eats grass from another guys hand
63029,"vase, potted plant",,,,,,someone collect this white trash
63041,"person, person, cell phone, laptop",sad,white,man,35,35-44 years,minnesota rep. ilhan omar (d) calls to defund homeland security  well she is a terrorist so..
63042,dog,,,,,,how do you kill 1000 flies with one hit?  punch a somali in the face
63051,"person, person, boat",,,,,,"The text in the image says:  ""life is like belgium some times you just have to march through it"""
63052,person,,,,,,when your son claims he can lead the troop
63057,"bed, person, person, person",,,,,,smh kids these days rely too much on technology
63074,"person, person, person, person, person, person, person, handbag, handbag, backpack",,,,,,when japan thinks you're gonna invade their mainland
63078,person,,,,,,"when you fuck a black guy cuz you thought they all had big dicks, but it was small, and now your purse is missing"
63087,"person, tie, horse, person, horse, horse, horse, person, horse, person, tie, person, person, person",sad,asian,man,33,25-34 years,"illegal immigrants bring  United States Mission to the United Nations  drugs, crime, and rapists  yeah. we know"
63092,"person, bench, book, book, book, book",happy,latino hispanic,man,43,35-44 years,chances are that god was black because  he didn't even raise his son
63095,"person, person, tennis racket, person",,,,,,when you have errands to run but you're too tired to deal
63097,person,neutral,latino hispanic,man,36,35-44 years,like and share if you want loretta lynch investigated
63104,"dog, remote, bed",,,,,,i did the math we can't afford the cat
63105,"person, person, person, person, person, person, person, person, tie, tie, baseball glove, tie, tie, person, person",,,,,,new zealand: dozens dead in mass shooting  usa: -first time?
63124,"person, person, chair, couch",,,,,,"""never forget"" -you said.. i am the proof  you have forgotten"
63129,person,sad,white,man,50,45-54 years,i'm awesome on the piano but i suck on the organ
63140,"person, person, person, person, cell phone, person",,,,,,and then i said homosexuals can go to heaven
63150,teddy bear,happy,latino hispanic,woman,22,18-24 years,my favorite vegetable is  me!
63159,"boat, boat, person, boat",happy,middle eastern,man,29,25-34 years,i am racist i vote for donald
63174,"person, baseball bat",,,,,,"I had a little problem at school today, but I solved it. -oh, and here's your gun back"
63175,person,,,,,,"if i was uncircumcised i'd hide candy in my dick skin so when a girl about to suck me up, she has a pleasant surprise..  oh my god, skittles"
63182,surfboard,,,,,,my wife just got a seashell tattoo on her inner thigh  if you put your ear to it you can smell the ocean
63185,"person, baseball glove, tennis racket, cell phone",neutral,white,man,35,35-44 years,when the prostitute's a tranny so you cut her dick off  improvise. adapt. overcome
63187,"person, mouse, keyboard, mouse, mouse, tv, keyboard, tv, tv, remote, person",,,,,,"The text in the image reads:  ""gaming in north korea if you die in game, you die in real life"""
63192,bird,,,,,,can i have my razor back please?
63201,"person, person, person, person, person, person, person, person, person, person",,,,,,open your heart for those in need
63207,"person, tie, person, person, person, person, person, person, person",,,,,,a rare photo of obama's birth
63210,"car, person, person, cell phone, car, person",neutral,white,man,41,35-44 years,he looks hammered to me  better nail him!!!
63217,person,,,,,,when you're facetimeing and accidentally fall down the stairs
63250,person,,,,,,just found out  steroids make your dick small
63251,"person, tie",,,,,,"when you're fuhrking her from the back and she says ""i'll pay the gas bill daddy."""
63275,person,,,,,,what do you mean happy columbus day?
63280,"person, horse",neutral,asian,man,35,35-44 years,"The text in the image is:  ""so you're never going to forgive the Germans because of the Holocaust? same"""
63281,"person, person, person, tie, person, tie, tie, tie",sad,white,man,33,25-34 years,"The text in the image is:  - ""muslims"" (appears twice, once in each section of the image."
63285,"person, person, person, person, bicycle, bench",happy,white,woman,31,25-34 years,"he's like 20 and still plays video games  bitch please, y'all 15 and pregnant"
63289,"person, person, person, person, person, person, skateboard, person, person, person, person, person, person, person, dog",,,,,,"The text in the image reads:  ""captives being brought on board a slave ship on the west coast of Africa"""
63290,"person, person",,,,,,everyone else's butt vs my butt
63295,"person, person, bottle, bottle, sink, scissors, cell phone",happy,white,man,26,25-34 years,why isn't my drain working? probably cause the pipe's black
63410,"teddy bear, couch",,,,,,"old people at weddings always poke me and say ""you're next."" so, i started doing the same thing to them at funerals"
63412,"person, person, person",,,,,,when duty calls!
63415,"person, person",angry,white,man,44,35-44 years,when the pope addresses the people  he does it with a smile
63417,"person, chair, person, person, tie",fear,middle eastern,man,37,35-44 years,joe: you were a mistake curious george  obama: you'll be a bigger one creepy joe
63418,cat,,,,,,damn! who am i gonna have to fuck to get this fixed
63451,person,sad,white,woman,36,35-44 years,the democrat agenda  1. impeach trump 2. raise taxes 3. shield illegals 4. gun control 5 weaken america  share immediately if you have had enough!
63452,"person, person, couch",,,,,,this is nahir nahir is born in germany nahir is german  this is fluffy fluffy is born in horse stable fluffy is a horse
63472,person,neutral,latino hispanic,man,39,35-44 years,still wondering why i was sweating watching cops
63490,"person, cell phone",,,,,,"mommy, why am i getting christmas presents in august? because it's cheaper than chemotherapy"
63491,person,fear,white,woman,35,35-44 years,when you've just realised your son has taken the wrong backpack to school
63492,"bus, surfboard",,,,,,making america white again
63501,"knife, person, person",,,,,,for just ten cents a day  you can have delicious hand jerky
63502,"person, bird, sink, bowl",happy,latino hispanic,man,20,18-24 years,"In school trip to the zoo, i saw a monkey and had vegetable soup for lunch"
63507,"bear, elephant, sheep",,,,,,"The text in the image reads:  ""evolution from peeling bananas to busting caps."""
63510,"pizza, person",,,,,,"for heaven's sake, somebody get her more barbecue sauce"
63517,"person, person, person",,,,,,they will have a surgery soon
63520,"person, person, tie",happy,black,man,29,25-34 years,when black people make white jokes  when white people make black jokes
63524,"person, person, person, person, person, person, person, person, cell phone",angry,indian,man,26,25-34 years,"The text in the image reads:  ""islam is a religion of peace if you don't agree then you're ignorant"""
63547,"person, person, person, person, person, person, person, person",neutral,white,man,34,25-34 years,i'm down.. ...with that
63548,,,,,,,we said we would never forget  why are you voting them into our governement?
63572,"donut, sandwich, donut",,,,,,it's peanutbutter jelly time!!!!
63578,person,,,,,,i don't think he understands  the gravity of his situation.
63579,person,,,,,,53% of white women voted for trump  53% of white women should look like this
63580,"person, vase, wine glass, cup, bottle, cup, vase",,,,,,great at making martinis  terrible at stealing tambourines
63581,"person, person",fear,latino hispanic,man,31,25-34 years,wants you to accept him for being a girl couldn't accept himself at birth
63587,"person, person, person, person, person, person, person",fear,white,man,34,25-34 years,"enemies. was i right?! surrounded by perverts and now, you are bankrupt, after WWII, i said 'we defeated the wrong enemy.'"
63589,"tie, person",neutral,black,man,30,25-34 years,the look you give your mans when he's cute but kinda dumb
63594,"person, person, oven, oven, oven",,,,,,new dishwasher came in today  missing a few parts though..
63702,"person, person, person, person",,,,,,"The text in the image is:  ""assad: my son is smarter than yours, lol hamid:"""
63709,"person, person, tie",happy,black,man,48,45-54 years,i love pudding  pudding my dick where it doesn't belong
63710,"cup, person, potted plant, person, person, cake, sandwich, knife, cup",neutral,white,woman,32,25-34 years,literally nobody: white people sitting at the bar: can you put it on the golf channel??
63712,"person, person, person, handbag, suitcase",neutral,latino hispanic,man,22,18-24 years,and that was the last nativity play my son was invited to take part in
63714,"person, tie",fear,white,man,37,35-44 years,look at me i'm the president now
63715,cow,,,,,,this cat is getting raped tonight
63718,"person, person, person, person, person, person, clock, tie",happy,black,woman,33,25-34 years,i should not be expected to pledge allegiance to any country including america  dem representative ilhan omar quote
63719,"person, person, person",happy,white,man,28,25-34 years,hey grandma what are you doing? im sewing a scarf for your trans brother ajay
63720,person,neutral,black,woman,30,25-34 years,i dont like sandwiches. oh well nevermind...
63741,"person, person, person, person, person, person, person, person, person, person, frisbee",,,,,,never again
63745,"person, person, person, person, person, person, person, person, person, person, person, person, person, person, tie",,,,,,"The text in the image reads:  ""we could destroy all of them but we let some of them survive so you know why we did it"""
63749,"person, person, tie",,,,,,"it looks like you're pregnant  i'm pregnant?! no, but it looks like you are..."
63758,"person, bottle, tie, cell phone, cell phone",sad,latino hispanic,man,43,35-44 years,lonely devil on halloween
63784,"person, person, laptop, person",,,,,,these were the faulty wires that caused the fire at notre dame cathedral
63795,"tv, tv, person, mouse",,,,,,when you wanna delete google chrome  but you accidentally delete your chromosome
63798,train,,,,,,this is a long train  but it's still smaller than the ones we ran on your mom in high school
63804,,,,,,,this is the muslim brotherhood
63805,"person, boat",,,,,,don't shoot im unarmed
63812,person,,,,,,why did paul walker cross the road? he wasn't wearing his seatbelt if
63814,"tie, person",angry,white,man,28,25-34 years,when you're at your batchelor party  and you realize that all the money in the stripper's g-string has your grandma's picture on it
63827,,,,,,,teacher of the year for black community
63845,"dog, person, person",,,,,,when you move away from india and find out  you can't shit in the streets
63850,,,,,,,each color is a mental disease
63859,"person, person, person, person, person, person, person, person, person, person",,,,,,kkk member doing the nazi salute
63871,"person, person, chair, book, person, chair, cup",sad,asian,man,35,35-44 years,you can be any gender you want if you are mentally ill
63890,,,,,,,"they struck our colors and raised their own  if you are not pissed, then you are part of the problem!"
63894,"person, tennis racket, cell phone",,,,,,"The text in the image reads:  ""gay conversion therapists hate this man learn how he cured the gay with this one weird trick"""
63902,"person, person, person",,,,,,how you look when you're black  and you celebrate the 4th of july
63905,"person, person, tie, spoon",,,,,,i'm a feminist and i work to protect rights of women. calm down.. i didn't mean muslim women
63908,person,,,,,,i'm sick of making excuses for him. i need to leave
63910,"person, person, bed",neutral,white,man,32,25-34 years,dude i'm joking  grandma didn't use your pacifier as a butt plug
63915,"tie, person",sad,white,man,28,25-34 years,The text in the image is:  ``` i did nazi that bird fly by did you? ```
63917,"sheep, sheep, cow",,,,,,if he's marrying me then why's he fucking a goat
63920,"person, person, bed",happy,white,man,32,25-34 years,"The text in the image reads:  - ""my customer service face"" - ""CHILD'S PLAY"" - ""vs how i actually feel"""
63921,"person, person, person, person, person, person, person, person, person",happy,asian,woman,29,25-34 years,taking a photo with family
63924,"tie, person",,,,,,how can this be allowed a free home and benefits?  when this man was allowed to die on the street after servinging this country
63941,"person, person, person, person, person, person, person, person, person, person",angry,latino hispanic,man,30,25-34 years,girl problems? throw acid on that bitch
63952,cow,,,,,,on the way to go play
63954,"person, person, sports ball",sad,asian,woman,32,25-34 years,bubbles of fun!
63957,person,,,,,,man caught having sex with a feminist at the beach
63981,"person, person",,,,,,look son another terrorist attack by peaceful muslims!
63985,person,,,,,,"The text in the image reads:  ""I am not a racist I just don't appreciate being moutheded off to by farm equipment"""
63987,"person, person, person, person, person, person, backpack, backpack, person, person, person, backpack",,,,,,the migrant caravan arrives!
64015,"tie, person, sports ball",angry,white,man,34,25-34 years,"The text in the image reads:  ""mandatory vaccinations with no exemptions i do nazi the problem...."""
64017,"bowl, cup, person, cup, person, dog",,,,,,those fucking russians
64025,"tie, person, sports ball",angry,white,man,34,25-34 years,hitler giving his speech to german people
64027,"person, person",fear,white,woman,21,18-24 years,"""islam is love!"" - ariana grande  yeah, if you're a goat"
64029,bear,,,,,,this goat is so raw muslims are trying to fuck it!!
64038,"horse, person, tie",,,,,,riding a horse backwards
64051,"person, person",fear,white,man,39,35-44 years,celebrating the ebt card. oh snap
64059,"person, baseball bat, tennis racket",fear,white,man,30,25-34 years,don't make me kill yourself because that's how you get me to kill myself
64071,"person, person, person, person, chair, frisbee",happy,white,woman,33,25-34 years,when you have someone to help and take care of you  what could happen if you didn't
64072,"person, cell phone, chair, couch",neutral,black,woman,35,35-44 years,"The text in the image reads:  ""trump said immigrants come here to steal your wife is a great example she stole my speech"""
64078,"person, person, person, person, person, umbrella",,,,,,watch out  i'll put a bomb in your car
64087,"person, person, backpack, person, person, person, person, backpack, person",neutral,white,man,28,25-34 years,"when you cousin gives you a christmas gift and it's not a blowjob  so, thanks for nothing. merry christmas"
64089,person,,,,,,when you see a black guy in your store but he isn't trying to steal anything  impossible
64093,"person, person",,,,,,I married my brother to commit immigration fraud
64097,"person, cell phone, person, person",neutral,white,woman,39,35-44 years,"The text in the image is:  ""caitlyn jenner is having a good hair day"""
64125,"person, person, mouse, spoon",angry,white,man,26,25-34 years,ooof. that's gotta hurt
64127,"person, cup, person, cup, potted plant, person, dining table, sandwich, cake, tv",happy,latino hispanic,man,42,35-44 years,literally nobody:  white people sitting at the bar: can you put it on the golf channel??
64128,"person, bicycle, car",,,,,,heeeeaad shoulders wheel and frame wheel and frame
64130,"tie, person",neutral,white,man,28,25-34 years,the look on your face after killing someone!
64137,"person, person",happy,white,man,19,18-24 years,just think of this as the day the bad music died
64138,"fork, knife",,,,,,The text in the image reads:  - proper plating - technique
64153,"person, dog, dog, dog",,,,,,ancestry.com  the results are in
64157,person,,,,,,damn they really out here thinking they making it to class
64172,dog,,,,,,bro you didn't go through extensive childhood trauma? that's pretty cringe
64175,dog,,,,,,"felt cute, might go sit down to pee idk"
64190,"person, donut",,,,,,i hate when i see a black out in my neighborhood  but i still offer my neighbors a candle
64193,person,neutral,white,man,42,35-44 years,you just ran past full retard and went straight to potato
64197,"person, person, person, person, potted plant, person, person, person, person, person, person, person, person, person, person, person, person, person, person",,,,,,"muslims  zombies  both carry a virulent disease that transforms the host into a mindless, irrational, and above all violent creature"
64198,person,neutral,white,man,26,25-34 years,no one: people when you nod at them:
64207,"person, person, person, person, cell phone, tie, person, clock, person, person, person",,,,,,"The text in the image says:  ""me and the boys after killing innocent people in a bomb blast"""
64215,"person, person, person, person, person, cell phone",happy,white,man,26,25-34 years,gays hanging out in the muslim world
64273,person,,,,,,when cops see an unarmed black youth:
64278,"person, bicycle",,,,,,they were uneducated false they all had their masters
64279,"person, person, horse, person, person, horse, person, person, person, horse, tie, horse",,,,,,jew mad? get fuhrererious!
64280,"person, tie",,,,,,"""i don't wanna, just get it, get it, get it, get it (that shit is so hard) chance the rapper ""the big day"""
64283,,,,,,,when you're caught staring at a goat and your wife gives you that face
64285,dog,,,,,,"The text in the image is:  - ""shut the fuck up incel"" - ""all are welcome"" - ""here, racist cuck"""
64287,"cell phone, person",,,,,,seriously mate...  what's the f**kin point?
64291,,,,,,,if jesus rode ass why do christians hate gay people?
64293,person,,,,,,that's what happens when you say you wanna catch these hands
64297,,,,,,,when the whole squad roasts the jewish kid
64301,tie,sad,white,man,33,25-34 years,gee elmo... i didn't think my long beak was promoting rape culture. but if you learned about feminism on the internet you must be right!
64309,"person, person, person, person, person",,,,,,kylie's pregnant  i'm gonna be a tranpa!
64312,"person, chair, chair, couch",fear,asian,man,34,25-34 years,"no, that's not his daughter.. that's his wife! yet the world is silent..."
64318,"cup, person, cell phone, person, cake, person",fear,asian,woman,47,45-54 years,when they take too long to blow out the candle
