id,detected_objects,Dominant Emotion,Dominant Race,gender,age,age_group,text,sentiment_analysis
48052,person,,,,,,whoah!  chill out,bad
48059,"person, person",neutral,white,woman,30,25-34 years,white cave beast evolved from moneys,bad
48062,person,,,,,,"so, where did you get all of this gold elizabeth? i stole it!!!",good
48069,"person, person, person, person, person, person, person, person, person, person, person, person, surfboard",,,,,,how dare people make fun of our peaceful religion,bad
48079,"person, person, person, chair, dining table, person, bottle",,,,,,when there's nothing left to drink and your mom says we have a faucet,neutral
48091,"person, person, person, person",neutral,middle eastern,man,32,25-34 years,"The text in the image reads:  ""Jihad: To defend the Muslims""  ""islam we're the religion of peace. if you don't believe it, we'll kill you""",bad
48096,"person, dining table",,,,,,using your brains to paint a ceiling  kurt cobain michelangelo,bad
48103,"person, person, hot dog, hot dog, hot dog, hot dog, hot dog, hot dog, hot dog, hot dog, hot dog",neutral,white,man,30,25-34 years,best thing about her blowjob?...  you know shes gonna swallow!!!,bad
48106,,,,,,,"The text in the image is:  - ""fuck"" - ""islam""",bad
48120,"bird, bird",,,,,,rise of the planet of the apes (1963,bad
48123,,,,,,,the only cure for islam,bad
48125,"person, person, person, person, person, person, person, person, person, person, cell phone, person",surprise,white,man,26,25-34 years,"damn it john, leave stevie alone",bad
48132,"person, person",,,,,,black friday deal buy one get one free toaster,neutral
48136,"sheep, sheep, sheep, sheep, person, sheep, sheep, sheep, sheep, sheep, sheep, person, sheep, sheep, sheep, person, sheep, sheep",happy,middle eastern,man,37,35-44 years,meanwhile  at the isis strip club,bad
48153,,,,,,,the look you have on monday morning,bad
48162,person,happy,white,woman,26,25-34 years,is someone using the oven? cuz i smell gas,bad
48170,"chair, person",,,,,,my husband is always pushinging me around..... and talking behind my back,bad
48173,"person, person, person, person, person, person",happy,middle eastern,man,26,25-34 years,men are pigs some just oink louder than others,bad
48175,person,,,,,,"black hebrew-israelite strong delusion warning (2thess, 2:10-12  yes this is a cult gal 1:8-9 rev 22: 18-19",bad
48192,boat,,,,,,The text in the image is:  - white people - cracker power - the only race you can - legally discriminate against!,bad
48196,"dog, dog, dog",,,,,,if britain leaves the eu how much space will be freed up?  1gb,neutral
48203,,,,,,,"The text in the image reads:  ""3d visualization of atomic bomb""",neutral
48205,dog,,,,,,i hear in heaven  i'll fuck muslims,bad
48213,"person, person, person, person, person, person, book, person, bottle, person",happy,asian,man,33,25-34 years,this is not the middle-east where america is hated and muslim terrorist are born in michigan,good
48216,"person, car, car, car",,,,,,can you send a few dozen more officers please  he's talking about his rights,good
48235,"person, spoon, spoon, spoon, spoon, refrigerator, spoon, spoon, spoon",,,,,,stirring the pot good job!!!,bad
48236,tie,,,,,,that blood you donated  could be in someone's boner right now,bad
48250,"tie, person",sad,white,man,28,25-34 years,step one: turn on the gas,bad
48257,"person, tie",angry,white,man,30,25-34 years,"i vote republican...  ...because i may not have much, but republicans will make sure others have even less",bad
48260,"person, bicycle",,,,,,"pedal faster patrick, the owners  are coming",bad
48263,"person, cow",,,,,,The text in the image is:  - marokko - speed dating,bad
48269,"person, chair, book, couch",fear,white,man,36,35-44 years,It's the kiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii,bad
48270,bear,,,,,,when you see your ex having a seizure in public shake it like a salt shaker bitch,neutral
48271,"person, person, person, person, cell phone, tie, person, clock, person, person, person",,,,,,"The text in the image says:  ""me and the boys after killing innocent people in a bomb blast""",bad
48276,"person, tie",sad,white,man,31,25-34 years,"The text in the image reads:  ""master chef with low rating master chef with high rating""",bad
48279,clock,,,,,,nice watch  must have cost an arm and a leg,neutral
48291,"person, person, tie",,,,,,"which one has tranny problem?  "" those tranny problems",bad
48296,"person, dog",,,,,,when you date an asian boy and you trynna get his family to accept you,bad
48306,"person, cell phone",,,,,,cracking open a sold one  with the boys,neutral
48307,person,,,,,,go home stoned eyes give nothing away,good
48309,"person, person, person, tie, tie, tie",neutral,middle eastern,man,40,35-44 years,welcome to new york  home of the 3 biggest assholes,good
48310,cat,,,,,,chinese ppl be like happy thanksgiving!,neutral
48315,"person, person",happy,white,woman,30,25-34 years,"they're in a relationship, who makes the sandwiches?",bad
48316,"person, book, person",happy,asian,woman,33,25-34 years,meanwhile in mexican schools,bad
48317,"person, bed",,,,,,dressed for sundays best,bad
48320,"person, person",,,,,,what the neighbors see what my father sees,bad
48326,person,,,,,,like i said. i'm an aries!,bad
48356,,,,,,,they are the biggest terrorists in the history of the world.  we have entire history of books showing this data,good
48357,clock,,,,,,welcome to melbourne,bad
48361,"person, person, backpack",,,,,,when black is your favorite color,bad
48370,"person, cow, person, cow, cow, person, book, cow, cow, person, laptop, clock, cell phone, cow",happy,latino hispanic,man,27,25-34 years,72 virgins are ready to get fucked up,bad
48376,sheep,,,,,,a man's's trash is a pig's treasure,bad
48379,"person, person, bottle",angry,middle eastern,man,41,35-44 years,there's so much crap in this the fda wants to put it into a vaccine,bad
48391,person,angry,white,man,37,35-44 years,i pretend to like people every day  it's called being an adult and that's why we're allowed to buy alcohol.,bad
48396,person,,,,,,"The text in the image is:  - ""normal people"" - ""Indian people""",bad
48507,person,,,,,,how black people became christians,bad
48512,"vase, vase, vase, vase, bird, vase, vase, bottle, vase, bottle, vase, umbrella, vase",,,,,,mississippi wind chime,bad
48513,"person, cell phone, person, potted plant",,,,,,white kids be like im killing everybody,neutral
48516,"person, person, person, person, person, person, person, person, person, person, person, person, skateboard, person",,,,,,"average iq france has fallen by 4 points per decade due to ""biological causes""",bad
48517,person,happy,latino hispanic,man,20,18-24 years,how a woman tells society she is single,bad
48520,"chair, person, dining table, person, person, tie, person, book, tie, tie, tie, chair, tie, person, tie, tie, book, chair, person, person, person",neutral,white,man,35,35-44 years,"The text in the image reads:  ""a short history of u.s. presidents""",bad
48523,"person, laptop",neutral,white,woman,32,25-34 years,i like cooking and playing piano,bad
48539,person,happy,white,woman,32,25-34 years,"the woman you met who admits she's wrong, apologizes and changes her ways",good
48567,"person, person, person, person, person, person, spoon",sad,middle eastern,man,24,18-24 years,got any choc isis?,neutral
48570,person,fear,middle eastern,man,39,35-44 years,"""My name is osama bin laden and this is jackass""",bad
48573,"cat, dog",,,,,,friday nights be like,good
48579,"person, keyboard, bird",,,,,,"The text in the image reads:  ""throws people into gas chambers evil throws people into eternal pits of fire good""",bad
48605,horse,,,,,,should we tell them? or just let them figure it out for themselves?,bad
48612,"person, person, person",,,,,,that's where the new skyscraper is going to come up,good
48617,"person, chair, chair, surfboard, bench, bench",neutral,latino hispanic,man,27,25-34 years,that magic of makeup is astonishing,bad
48623,person,,,,,,"The text in the image reads:  ""what is the difference between a hockey player and a feminist? a hockey player will shower after three periods""",neutral
48625,"person, cup, person",neutral,white,man,48,45-54 years,reaction to a home invasion  non gun owner: we're gunna die!!!  gun owner: i'm your huckleberry,bad
48630,"dog, person",fear,white,man,33,25-34 years,i got some muhammed for you  right here howyou like me now?,good
48635,person,surprise,asian,man,33,25-34 years,the look you give when the bubbles in the pool are pulsating your pussy  just kidding she's retarded and that's her normal face,bad
48639,"person, bed",,,,,,disney and chill?,bad
48651,"person, person, person, person, person, refrigerator, person, person, sink, sink",happy,white,man,33,25-34 years,go back to sleep your government is in control,neutral
48652,"person, car, person, person, person, person, person, person, person, person, handbag",,,,,,"The text in the image says:  ""we can end racism if we end a race""",bad
48670,sandwich,,,,,,look at this sandwich maker club  i found on wish on clearance,bad
48673,"person, bench, person, person, person, person, person, person",,,,,,"my empathy for the suffering in gaza does not make me anti-semitic, nor does it make me pro-hamas or anti-israel.  it makes me human it makes you a shill accomplice for hamas and hezbollah terrorists! if you don't see that...  it makes you stupid!",good
48679,"person, toothbrush, person",,,,,,i suffer from that disorder where i speak the truth and it pisses people off.,bad
48697,"person, chair, chair",,,,,,It's not a hijab  It's a diaper for people with shit for brains,bad
48703,"person, person",neutral,asian,woman,21,18-24 years,"a girl asks her mom, ""why am i black and you're white?""  she says, ""the way that party went, you're lucky you don't bark. """,good
48705,"tie, person, person, person",,,,,,"yeah, i'm lgbt let god burn them",bad
48706,"chair, person, person",,,,,,would you help give a push if you were ask,neutral
48710,"car, truck, person",,,,,,how chevy guys go muddin  how ford guys go muddin,bad
48715,"person, tie",angry,white,man,54,45-54 years,shut up cunt..,bad
48725,person,,,,,,i'm going to give you 30 seconds to delete this before i make the holocaust look like a fucking joke,bad
48731,"person, person, person",,,,,,when you're struggling to rub one    out after    a bad date,bad
48735,person,,,,,,when your parents ask why  the gas bill is so high,bad
48739,"person, person, tie, person, person, person, person, person, tie, tie, person, person, person",,,,,,happy birthday  the mexicans will pay for your birthday cake,bad
48751,"person, person, person, umbrella, person, baseball bat",,,,,,The text in the image is:  - American salute - British salute - Polish salute,bad
48756,"person, person, person, person",happy,white,man,33,25-34 years,no more excuses  let's go out and celebrate,bad
48760,person,,,,,,when i grow up.. lol nevermind,neutral
48762,"car, donut",,,,,,#usher and i have something in common  we both got burned,bad
48790,"pizza, person, fork, dining table",,,,,,this makes me puke send all of them back home,bad
48792,"tie, person, sports ball",angry,white,man,34,25-34 years,leaving a trail of death and destruction,bad
48905,person,,,,,,what's missing from a  schwitchz? u,bad
48916,"person, person, person, person, person, person, person",,,,,,"well, i guess we'll.. just head home now",bad
48917,"person, person, chair",sad,asian,woman,30,25-34 years,"The text in the image is ""blackpeoplemeet.com"".",bad
48920,"person, person, person, person, wine glass, wine glass, person",,,,,,hello my LGBTQ+ friends  it's pride month so free shots for everyone!,bad
48921,"tie, cell phone, person",,,,,,"is this the supreme leader of isis?  i'm coming to the ehd of my apologize for america"" tour. and i just had to tell you how sorry i am for all the bad press you have received.",bad
48923,person,,,,,,when americans realize fish swim in schools.,bad
48925,person,,,,,,god- makes women humans- make dishwasher god- am i a joke to you?,neutral
48926,"person, person, tie",sad,white,man,35,35-44 years,i bet they lived happily married,neutral
48927,"dog, bed",,,,,,the older i get the more i look at people,bad
48930,person,,,,,,"""this is not going to be the country of white people"" - Ilhan Omar",neutral
48932,"tie, person",angry,white,man,41,35-44 years,when she likes 3 of your memes in a row  guess I'll hit it raw,bad
48936,"tie, person, tie, person, person, person, tie, person, person, person, person",sad,white,man,35,35-44 years,"jfk jr was declared the front runner for the ny senate seat in 1999  days later his plane crashed, making hillary clinton the newly elected senator",good
48956,person,neutral,white,man,24,18-24 years,he won because he is a boy competing in a female sport,bad
48970,"sheep, sheep, cow, cow, cow",,,,,,when your goat tells you  she ain't on the pill,neutral
48971,"car, person, car",,,,,,the one piece of shit that just won't flush!,bad
48976,,,,,,,"""ay, tone. how'd da gas stay in if da door is made of wood?""",good
49017,"person, person, person, person, horse, person",surprise,asian,man,29,25-34 years,that moment you use your white privileges,neutral
49021,person,,,,,,he said he was a biker but then he pulled up on a can-am spyder wearing a sons of anarchy hoodie,bad
49023,bear,,,,,,"african american leaders organizing the la riots april 29, 1992",bad
49028,person,,,,,,i finally found my girlfriend's g-spot  turns out it was in her sister the whole time,bad
49032,,,,,,,The text in the image is:  ``` farmville 1943 deluxe ```,neutral
49038,"bed, person",,,,,,bitches be like.. he got money though,neutral
49061,horse,,,,,,talks about good morals  day and night gets a boner from looking at a goat's ass,bad
49063,"person, person, laptop, couch, cell phone, person, book",happy,asian,man,24,18-24 years,"white kids be like  i'm killing everybody, watch",bad
49067,person,happy,indian,woman,32,25-34 years,every woman need a good sucking vacuum cleaner,bad
49075,,,,,,,"you can't run through a camp ground  you can only ran, because it's past tents",bad
49076,"tie, person",,,,,,i want your feet to be my kid's jannah,good
49083,"person, bird, bird, banana, cow, banana",,,,,,when you catch your goat with another man  ya done fucked up,bad
49087,"bird, bird, bird",,,,,,tomorrow will be another beautiful day  filled with assholes,bad
49105,"person, person, boat, boat",,,,,,went outside today yolo,bad
49106,person,,,,,,my goal for 2019  is to accomplish the goals of 2018 which I should have done in 2017 because i promised them in 2015 and planned them in 2014,good
49120,donut,,,,,,my eyes are always bloodshot after sex i think it's from the pepper spray,bad
49126,"person, tie, person, person",neutral,white,man,31,25-34 years,if you see this you might be in the country,bad
49128,"person, person, person, person, person, person, person",happy,black,woman,37,35-44 years,have you ever tired ethiopian food? they say its delicious,bad
49136,"person, tie",,,,,,I work hard to provide for my cocaine addiction,bad
49150,person,sad,white,man,31,25-34 years,how muslims see us,bad
49152,"teddy bear, dog, person, person, cell phone",fear,white,woman,35,35-44 years,i saw her standing there and i told her she had three beautiful children.  she didn't have to get all pissed off and threaten me.  it was an honest mistake.,bad
49153,"person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, dog, person",,,,,,"The text in the image is:  ""When a porkistani nibba needs sex let me handle it""",good
49156,person,,,,,,when you insult an edgy kid,bad
49157,cat,,,,,,send him to... meowschwitz,bad
49165,person,,,,,,when each letter is a mental disorder,bad
49168,"person, person, sports ball",,,,,,i'll wait until mom and dad are on a date...  and then crap on everything they hold dear,bad
49170,"person, toothbrush",,,,,,mom.. this horse smells funny!,bad
49173,"person, person, person, person, motorcycle, person, person, person, person, person, person, motorcycle, motorcycle, person, motorcycle, person, person, person, person, person",,,,,,women recieve support as their crops burn,bad
49176,"tie, person",happy,white,man,34,25-34 years,"if fear of divine judgement is the only thing keeping you ""moral""  at best, you're just a dangerous psychopath on a leash",bad
49178,person,,,,,,no wig no weave  challenge.,bad
49185,"person, person, person, person, person, person, person",sad,white,woman,37,35-44 years,the face you make when your pussy gets hard,neutral
49201,"person, person, person, person, person, person",happy,black,man,27,25-34 years,3.8 billion of them on earth. why isn't it clean yet?,bad
49208,"person, person, person, potted plant, cup, book, book, cup, book, book, book, book",,,,,,love black people think everyone should have one,neutral
49213,person,,,,,,"""I hope the electoral college gets beat in the NCAA tournament """,bad
49215,"person, person, person",,,,,,waiting for fb parole like  ok no more goat fucker jokes,neutral
49260,dog,,,,,,it's the goat humper  looks like a bunch of pigs just walked over your grave,bad
49267,horse,,,,,,ahmed? im hungry!!!,bad
49270,"bird, person",,,,,,rosie o'donnell had to be removed from her home today  to make good on her threat to leave the us if donald trump became president,good
49271,"person, umbrella",,,,,,"238,000 veterans have died waiting for healthcare  u.s. increases aid to israel to $4.5 billion/yr",neutral
49278,bear,,,,,,lazy day nothing to steal,bad
49280,"person, person, person, person, person, person, person, person, person, person, person, person",neutral,white,man,24,18-24 years,i'm looking for the democrat restroom,bad
49285,"teddy bear, teddy bear",,,,,,bert and ernie dress up as goats in an attempt to catfish arab men,good
49316,"person, person, person, person, person, person, person, person, person, person, person, boat, person, person, person",,,,,,whenever you feel stupid  remember hindus wash themselves and purifies their souls the river is the 5th most polluted river in the wolrd,bad
49327,"cell phone, person",,,,,,"dispatch, we have a code 1, scared white bitch, over",good
49328,"person, chair, person",,,,,,I'm going to be real honest with you  you should have washed this motherfucker before coming here,neutral
49351,person,happy,latino hispanic,man,33,25-34 years,when you've been released from fb jail  knowing full well you haven't been rehabilitated and will reoffend,bad
49360,"person, person, person",neutral,white,man,33,25-34 years,who wants ice cream me me me,bad
49372,"person, person, person, person, cow, person, person, car, person, cow, dog",happy,middle eastern,man,22,18-24 years,who ya gonna call? goat fuckers,bad
49385,,,,,,,this is not the middle-east where america is hated and michigan SAMPL Proud To be American muslim terrorist are born this is michigan,bad
49387,"person, person",,,,,,this one time at camp we got so baked,neutral
49527,,,,,,,when each letter is awesome,bad
49531,"person, cell phone, knife, tie, person",,,,,,the culture of silence allows sexual harassment in the workplace to continue,bad
49536,"person, person, person, person, person",happy,asian,man,28,25-34 years,hillary clinton caught tellinging the truth! april fools!,bad
49581,person,,,,,,you can be any gender you want,bad
49583,"person, person, cup, orange, potted plant, banana, orange, dining table, sink, apple, oven, orange, sink, bowl, banana",,,,,,mamma! I am hungry!!!!,good
49601,"person, person, person, person",,,,,,when your fifth pet eats food from another guys hand,bad
49607,person,happy,white,man,22,18-24 years,when it's your first day in prison and you accidentally drop the soap but it lowkey wasn't an accident  this is when the fun begins,good
49608,"person, person, bicycle, tie",,,,,,"""I'm arresting you for the crimes you will commit in the future""",bad
49613,"person, tie, person, person",,,,,,what can we say.,bad
49615,"person, couch, person, person, backpack, person, person, person, person, person, person, backpack, person, person",happy,latino hispanic,woman,36,35-44 years,no money for them  plenty of money for them,good
49618,"person, person",fear,white,man,35,35-44 years,if elected i will institute gun control by executive action  well i was going to say that you just blew your chances  but then i remembered that's how you got started in politics,good
49621,person,,,,,,"wait, mohammad come back  i didn't mean to laugh. really size dosen't matter to me lol",neutral
49630,cake,,,,,,if they aren't meant to cook  why do they have eggs and milk inside them,neutral
49635,"person, bicycle, person",,,,,,just trying to do my part,bad
49650,"person, tennis racket",,,,,,"and then i asked  mom, what's for dinner?",neutral
49652,"person, person, dog, person, sports ball",happy,middle eastern,woman,33,25-34 years,go back to the country you fled somalia  camel piss drinking mussy,bad
49658,person,,,,,,first off i'm t.i. not kanye west,neutral
49670,,,,,,,covers his wife from head to toes because sexual thoughts are satanic  blows himself up because someone promised him 72 virgins to f*ck with,bad
49671,"person, person, person, person, person, person",happy,latino hispanic,man,27,25-34 years,"""you bro ask the c.o. why he ain't pop my door""",bad
49673,"person, person, person",happy,white,man,35,35-44 years,oh man they're heavy. take the picture already,neutral
49675,"person, person, person, person, person, book, person",neutral,black,man,27,25-34 years,Alright girls! smiiiiile,bad
49680,"person, person, person, person, person",,,,,,"The text in the image says ""god bless america.""",bad
49682,"person, tie, tie",,,,,,"The text in the image reads:  ""muslim men :thinking about jannah""",bad
49685,,,,,,,when each letter is a mental disorder,bad
49687,"dog, dog",,,,,,its cool were divorced  but we will always be cousins,neutral
49701,"person, person, backpack",happy,white,woman,25,25-34 years,wanna go masturbate?  fuck yeah! masturbating!,bad
49703,"tie, person",neutral,white,man,33,25-34 years,"The text in the image reads:  ""3 jews walked into a bar kidding it was a gas chamber""",bad
49705,"person, cell phone, toothbrush",,,,,,"just banged a girl that stutters finished before she could say ""no""",good
49723,"bottle, bottle, cup",,,,,,archeologists stone room,bad
49725,"person, person, car, person",,,,,,"i pull up in this and yell ""come on we got some redneck sh*t to do""  are you getting in?",bad
49726,"person, baseball bat",,,,,,you just went full goat fucker never go full goat fucker,bad
49728,person,happy,white,man,28,25-34 years,when a retarded kid tries touching you,bad
49750,"wine glass, person, wine glass, wine glass, chair",,,,,,"if you think you are hungry, you might just be thirsty  have a beer first and then see how you feel, after!",bad
49752,"tie, person, cell phone, couch",happy,white,man,33,25-34 years,here's to all my friends who never post about politics or religion,good
49758,person,sad,asian,man,28,25-34 years,when your uber driver arrives but you're probably safer driving drunk,neutral
49762,"person, handbag, backpack",,,,,,"there are 350,000 churches in america  so why are there 200,000  people sleeping on the streets",bad
49785,"person, person, tie, tie, tie",,,,,,when you feel mentally unwell seek help,bad
49786,"person, person, person, person, tie, tie, tie, person, tie, person, person, person, person, person",,,,,,"The text in the image is:  ""black lives matter "" """,bad
49802,"person, toilet, toilet",fear,white,woman,27,25-34 years,"The text in the image is:  ""fuck, my mom is gonna kill me"" ""fuck, my mom is gonna kill me""",good
49805,dog,,,,,,imagine being so disgusting there have to be laws to try to stop normal people from hating you,good
49806,"person, person, person, person, person, tie, tie, tie, tie, potted plant",sad,white,man,25,25-34 years,a group of men,bad
49807,"dog, dog",,,,,,"i put the ""ape"" in rape",bad
49810,"person, person, person, person, person, person, person, person, person, person, person, toothbrush, person, handbag",,,,,,embrace the freedom of speech,bad
49826,"person, bottle",happy,white,man,32,25-34 years,white people on cinco de mayo  vs. every other day,neutral
49831,"person, tie",angry,white,man,26,25-34 years,happy birthday  you dirty cocksucker,bad
49832,,,,,,,oh god!.... when will this white fuckers understand this is not their country,bad
49836,"person, person, person, person",happy,latino hispanic,man,27,25-34 years,that face you make  when 17 of your schoolmates have been shot dead and you're about to go on tv,bad
49850,"person, tie",,,,,,flight attendant: *yawns* deaf passengers:,bad
49856,"person, cell phone, cup",fear,white,woman,28,25-34 years,black people anything that doesn't belong to them,neutral
49861,"person, cup, traffic light, book",,,,,,ready for the cupcake?  wake up and smell the bacon! we're loosing our beloved america to these goat humpers stop being afraid of being called a racist and grow a pair and act like americans.,bad
49863,"tie, person",angry,white,man,23,18-24 years,The text in the image is:  - calling white people racist - is racism,bad
49867,person,fear,black,man,24,18-24 years,when your dishwasher breaks so you give it a kick to make it work again  my kids watching me beat my wife:,neutral
49870,"person, person",happy,white,man,37,35-44 years,love comes in all shapes and sizes,good
50124,person,neutral,white,man,32,25-34 years,"i think i've got a gas leak. i woke up this morning feeling all light headed and dizzy so just to be on the safe side.  i asked the neighbours if they could come suss it out for me. i figured they'd know, being jewish and all.",bad
50126,"person, person",neutral,latino hispanic,man,39,35-44 years,"im jared, and fuck tyrone  im here to fuck his kids, footlong style",neutral
50129,"person, person, backpack, cell phone",,,,,,The text in the image is:  - partial - arts,bad
50137,"person, person, person, person, person, person, person, person, person, person, person, person, person",happy,middle eastern,man,33,25-34 years,when you see your goat with another man,bad
50142,"person, tie",,,,,,2017  the year of the triggered left,bad
50146,"person, tie, tie",neutral,latino hispanic,man,23,18-24 years,her back must hurt,bad
50148,"person, cup, tie, person, person",,,,,,"don't think that food is expendable, not everyone gets it",bad
50149,person,,,,,,ever read something so stupid  it gives you forest whitaker eye,bad
50162,person,,,,,,"roses are black, violets are black everything is black, i can't see",neutral
50163,"person, sheep, sheep, sheep, sheep, sheep, sheep, sheep, sheep, sheep",,,,,,this muslim guy is walking his goats,bad
50167,person,,,,,,"when i interview for a job:  do we get our resumes back or do you keep them? because i only have the one, and i have a chili recipe on the back that i really wanna keep.",good
50176,"tie, person",sad,white,man,28,25-34 years,"The text in the image is:  ""how do you get a jewish girls number? roll up her sleeve""",bad
50184,"person, person, person, book",,,,,,how we see muslims  how muslims see us,bad
50186,"suitcase, dog, car, car",,,,,,don't be a fool it is a bomb,bad
50187,,,,,,,"The text in the image reads:  ""CALL OF DUTY GHOSTS call of duty mosque edition""",good
50193,bird,,,,,,anyone who has seen a hippo yawn will have some idea how kim kardashiaains gynecologist feels,bad
50198,person,happy,white,man,23,18-24 years,you don't need cocaine to be happy,bad
50236,"person, person, chair",,,,,,"The text in the image is:  ""goat fucker's only.com""",bad
50237,"chair, person, person, bowl, bowl, spoon, dining table, chair, spoon",fear,white,woman,30,25-34 years,cannibalism,bad
50239,person,neutral,black,man,24,18-24 years,"everywhere: eats out africa: ""we don't do that here""",bad
50241,"person, person, person, person, person, person, person, person",,,,,,"bitches be like no weave, no makeup, no lashes, no eyebrows",bad
50246,"person, person",fear,latino hispanic,man,24,18-24 years,my new boyfriend has dandruff  you should give him  head and shoulders  how do you give  shoulders?,good
50248,"dog, dog",,,,,,"long story short  askies, age restriction okay?",bad
50261,cow,,,,,,haters will say it's photoshop,neutral
50263,person,fear,white,man,33,25-34 years,"i'm not racist, racism is a crime and crime is for them",good
50271,"person, tie",angry,white,man,50,45-54 years,that look you give when dressed to the t,neutral
50273,"cup, person, person, oven, potted plant",sad,white,man,28,25-34 years,"""where did you learn to make kool-aid like that britney?""",neutral
50278,"person, remote",happy,white,woman,26,25-34 years,"""women have the will of an adult but have the mind of a child.""",neutral
50286,"tie, person",happy,white,man,22,18-24 years,"The text in the image is:  - ""in norway"" - ""we rape"" - ""after dinner""",neutral
50289,"person, person",neutral,latino hispanic,woman,32,25-34 years,donaldtrump 2020  breaking: rep. ilhan Omar broke federal tax law  she filed her taxes jointly with a man to whom she was not legally married.,bad
50293,person,,,,,,The text in the image reads:  - aids - gays - it really be like that,bad
50312,person,sad,middle eastern,man,43,35-44 years,i normally rape goats. but little boys are okay,bad
50317,person,,,,,,what in the hell is wrong with america  voting towel heads into congress,bad
50327,"person, tie",sad,white,man,31,25-34 years,"The text in the image reads:  ""whats th difference between dollars and jews? i'd give a fuck if i lost 6 million dollars""",good
50328,"person, bird, bird, person",neutral,black,man,26,25-34 years,los angeles has ice cube  new york has nas detroit has eminem  your city has?,bad
